,Year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,JST_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,Total Population
431,2016,JEFFERSON,1274,719,2468,11194,15655,1322,748,2756,10610,15435,0,0,0,0,0,0,0,0,0,3,249,0,135,161,71,0,13,18,0,0,3,0,1,1,1,774,0,320,2,86,460,1180,48,14,0,0,0,0,0,0,0,0,0,0,0,1,99,0,16,23,45,0,1,4,0,281,0,0,0,1,1,0,0,2,45,554,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,11,0,0,0,17,0,0,0,0,1,0,0,13,61,1,0,0,1,1,0,2,31090
455,2012,KING,136886,66469,308835,469403,981590,143347,69495,319524,443043,975410,941,158,7454,23,3505,321,737,16124,29263,134,13567,0,9623,12105,3778,31,1037,652,2,0,130,1,34,44,26,72061,286,16151,1829,4892,47302,93104,1723,800,1162,17,676,1926,24,166,17907,62,411,5258,27609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,117,9,126,278,0,23,1406,4,93,792,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,95,23,21,131,1957000
456,2013,KING,138927,67040,313040,474663,993670,145460,69747,324419,448603,988230,470,117,4942,9,2207,214,355,10437,18751,155,14514,0,11212,14064,3511,23,1210,675,0,3,134,2,34,50,54,86528,266,17484,2101,4730,57763,108742,2072,899,44,0,67,85,1,9,1024,7,18,450,1705,13,5547,0,672,775,1858,5,193,100,0,14259,0,40,2,10,16,8,182,456,6932,32225,828,329,12,6,1,12,25,0,0,90,0,4,71,209,6,496,199,107,179,0,1,19,637,1,0,1,4,0,3,144,838,2695,10,50,7,96,19,20,122,1981900
457,2014,KING,141332,67668,323217,478986,1011203,147607,70525,335549,452366,1006047,547,127,4677,12,2413,229,408,10896,19309,185,16991,0,12289,15225,3682,35,1344,838,1,6,195,2,44,62,45,105971,521,20803,2251,5214,74642,131988,2665,965,41,1,42,53,3,7,985,8,38,471,1649,14,5682,0,605,717,1684,0,226,111,0,14183,0,33,1,21,25,4,329,426,7143,32512,990,318,0,4,5,8,14,0,1,103,2,10,105,252,0,526,152,96,141,0,6,25,687,1,0,1,2,3,5,143,820,2675,14,53,3,99,23,30,125,2017250
458,2015,KING,142966,68696,333033,483253,1027948,149102,71707,346292,457751,1024852,427,114,3234,17,1969,196,266,7260,13483,219,18380,1,13708,16910,4248,69,1433,902,2,21,172,0,45,60,45,107549,480,22666,2251,6137,72958,136352,3086,1362,0,0,0,0,0,0,0,0,0,0,0,22,6444,0,694,923,1890,3,186,130,2,15294,8,42,1,16,17,9,224,522,7636,35765,1244,458,0,0,0,0,0,0,0,0,0,0,0,0,3,495,111,109,140,0,0,15,605,4,0,0,7,0,2,173,790,2544,11,79,2,87,22,26,111,2052800
459,2016,KING,146087,70209,352156,485134,1053585,151807,73352,367332,459024,1051515,492,97,3033,9,2443,181,309,6918,15270,234,18357,3,13547,17873,4494,93,1423,1105,0,14,168,0,49,69,57,112429,512,22788,2420,6457,76836,141674,3026,1394,0,0,0,0,0,0,0,0,0,0,0,26,6218,1,902,924,2005,3,199,158,0,15293,0,48,1,16,17,11,380,513,7150,35570,1266,439,0,0,0,0,0,0,0,0,0,0,0,0,4,438,84,96,119,0,3,14,503,4,0,8,5,2,1,147,710,2207,10,59,1,107,24,24,132,2105100
481,2012,KITSAP,17751,8940,32422,66660,125774,18496,9685,39375,61170,128726,0,0,0,0,0,0,0,0,0,41,2683,0,2044,1831,1335,7,307,241,0,0,16,0,5,24,1,11441,19,2969,111,1503,7100,15913,0,148,148,6,131,328,3,20,1970,10,47,543,3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,19,30,0,4,200,2,11,69,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,13,21,254500
482,2013,KITSAP,17927,8441,31254,67914,125538,18580,9288,38925,61667,128462,0,0,0,0,0,0,0,0,0,41,2518,0,1884,1588,1049,6,362,224,0,0,12,0,2,18,1,10517,23,3304,107,1228,6529,15049,530,155,0,0,0,0,0,0,0,0,0,0,0,9,840,0,222,114,324,0,48,29,0,1418,0,3,0,2,4,0,8,36,773,4032,174,28,4,0,0,0,0,0,0,0,0,0,0,0,2,120,11,45,54,0,0,10,66,0,0,0,0,0,0,4,79,395,0,4,0,15,2,8,17,254000
483,2014,KITSAP,17891,8564,31057,68939,126451,18537,9252,39155,62506,129449,0,0,0,0,0,0,0,0,0,35,2520,1,1625,1438,967,8,298,245,0,0,17,0,7,14,0,10260,41,3411,82,1130,6773,14801,608,122,0,0,0,0,0,0,0,0,0,0,0,6,813,0,175,122,296,0,44,26,0,1120,0,3,0,1,4,0,19,33,803,3720,216,39,0,0,0,0,0,0,0,0,0,0,0,0,1,115,16,16,29,0,0,7,51,1,0,0,0,0,0,2,58,297,1,0,0,12,4,7,16,255900
484,2015,KITSAP,17979,8628,30726,70229,127563,18567,9222,39242,63606,130637,0,0,0,0,0,0,0,0,0,29,2655,0,1428,1449,835,8,360,196,0,0,18,1,7,18,0,9813,43,3557,96,1009,6443,14379,662,131,0,0,0,0,0,0,0,0,0,0,0,2,805,0,183,105,308,0,34,29,0,1114,0,4,0,6,2,0,24,39,721,3614,204,34,0,0,0,0,0,0,0,0,0,0,0,0,0,123,24,17,32,0,0,6,70,0,0,0,1,0,0,3,53,332,3,0,0,7,1,12,8,258200
485,2016,KITSAP,18206,8668,30338,72581,129793,18864,9207,39527,65199,132797,0,0,0,0,0,0,0,0,0,28,2788,1,1449,1387,897,15,287,204,0,1,20,0,1,19,17,9744,27,3689,93,1066,6484,14499,656,125,0,0,0,0,0,0,0,0,0,0,0,7,874,0,171,96,357,1,36,27,0,1161,0,5,0,2,0,1,8,45,674,3689,197,27,0,0,0,0,0,0,0,0,0,0,0,0,0,96,7,17,31,0,0,12,43,0,0,0,0,0,0,6,52,267,0,3,0,6,2,16,8,262590
509,2012,KITTITAS,2351,1678,7756,8632,20418,2453,1606,8603,8421,21082,0,0,0,0,0,0,0,0,0,13,381,0,264,586,303,1,20,31,0,0,1,0,0,3,2,2228,0,524,6,330,1338,3082,108,25,8,3,13,99,0,6,834,3,2,101,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,58,2,1,22,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,5,41500
510,2013,KITTITAS,2439,1589,7631,8943,20604,2550,1498,8479,8770,21296,0,0,0,0,0,0,0,0,0,4,384,1,334,662,158,2,24,22,0,0,2,0,1,1,2,2134,0,520,10,193,1097,2847,110,33,0,0,0,0,0,0,0,0,0,0,0,2,220,1,44,47,52,0,2,7,0,738,0,2,0,5,0,0,0,2,135,1332,59,16,1,0,0,0,0,0,0,0,0,0,0,0,0,20,4,9,9,0,0,1,35,0,0,0,0,0,0,2,21,103,1,1,0,2,0,2,2,41900
511,2014,KITTITAS,2419,1747,7526,8999,20692,2577,1620,8362,8849,21408,0,0,0,0,0,0,0,0,0,7,360,0,219,554,174,1,20,23,0,0,0,0,1,10,6,1839,1,525,4,218,1034,2582,131,37,0,0,0,0,0,0,0,0,0,0,0,4,196,0,11,42,53,0,6,8,0,706,0,0,0,1,2,1,1,7,145,1263,66,14,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,2,7,0,0,1,40,0,0,0,0,0,0,0,27,101,0,0,0,4,0,1,4,42100
512,2015,KITTITAS,2422,1800,7569,9106,20897,2593,1667,8438,9075,21773,0,0,0,0,0,0,0,0,0,4,343,0,204,520,214,2,12,33,0,0,0,0,0,5,6,1658,7,498,8,255,908,2411,117,28,0,0,0,0,0,0,0,0,0,0,0,0,195,0,17,37,95,1,5,12,0,618,0,0,0,0,2,0,6,4,117,1171,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,6,8,0,0,0,23,0,0,0,0,0,0,0,9,74,2,0,0,3,1,0,4,42670
513,2016,KITTITAS,2505,1753,7683,9343,21283,2665,1638,8663,9460,22427,0,0,0,0,0,0,0,0,0,3,306,0,156,402,213,2,23,31,0,0,1,1,0,0,11,1540,0,470,7,260,947,2270,131,36,0,0,0,0,0,0,0,0,0,0,0,5,165,0,24,33,120,0,1,6,0,620,0,0,0,1,0,0,0,2,108,1164,64,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,10,0,0,3,17,0,0,0,0,0,0,0,19,71,0,3,0,5,1,0,6,43710
536,2012,KLICKITAT,1373,709,2161,5929,10172,1391,833,2219,5985,10428,0,0,0,0,0,0,0,0,0,0,126,0,91,130,33,0,13,12,0,0,0,0,0,0,0,486,0,188,1,46,251,720,50,13,4,0,4,20,0,2,223,3,1,17,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,29,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,20600
537,2013,KLICKITAT,1382,701,2144,6004,10232,1365,826,2203,6073,10468,0,0,0,0,0,0,0,0,0,0,143,0,107,106,22,0,15,6,0,0,0,0,1,0,0,466,0,207,4,36,234,709,57,14,0,0,0,0,0,0,0,0,0,0,0,0,57,0,10,5,12,0,1,0,0,194,0,0,0,0,0,0,0,8,45,355,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,19,0,0,0,0,0,0,0,13,48,0,0,0,5,1,0,6,20700
538,2014,KLICKITAT,1380,702,2149,6085,10317,1351,829,2211,6143,10533,0,0,0,0,0,0,0,0,0,2,136,0,81,107,17,0,12,10,0,0,0,0,0,1,0,411,0,173,2,21,207,605,26,4,0,0,0,0,0,0,0,0,0,0,0,0,59,0,5,6,15,0,0,0,0,230,0,0,0,0,0,0,0,0,22,345,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,2,0,0,0,41,0,0,0,0,0,0,3,17,77,1,0,1,2,0,0,3,20850
539,2015,KLICKITAT,1377,697,2109,6185,10368,1334,815,2191,6292,10632,0,0,0,0,0,0,0,0,0,7,158,0,120,128,25,0,5,13,0,0,1,0,0,0,0,548,0,202,2,40,286,790,30,15,0,0,0,0,0,0,0,0,0,0,0,1,51,0,7,8,6,0,1,2,0,274,0,0,0,0,0,0,0,0,32,396,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,9,0,0,0,0,0,0,0,7,30,0,0,0,1,0,0,1,21000
540,2016,KLICKITAT,1379,695,2070,6328,10472,1343,799,2179,6478,10798,0,0,0,0,0,0,0,0,0,0,159,0,66,73,22,0,2,16,0,0,0,0,2,1,1,337,0,221,2,34,194,592,43,11,0,0,0,0,0,0,0,0,0,0,0,0,58,0,3,7,11,0,1,5,0,271,0,2,0,0,1,0,0,0,24,402,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,26,0,0,0,2,0,1,2,21270
563,2012,LEWIS,5379,2911,9382,20434,38107,5676,3079,9980,19458,38193,0,0,0,0,0,0,0,0,0,12,851,0,555,638,665,2,37,84,0,0,4,0,3,10,7,2980,1,1178,23,723,1713,4881,226,50,48,3,63,263,3,12,1401,9,15,204,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,28,0,4,145,1,1,38,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,5,28,76300
564,2013,LEWIS,5375,2891,9319,20506,38091,5648,3004,9943,19516,38109,0,0,0,0,0,0,0,0,0,14,814,0,480,438,394,1,47,66,0,0,17,0,1,6,3,2533,1,1127,23,441,1530,4101,223,43,0,0,0,0,0,0,0,0,0,0,0,2,519,0,91,67,229,1,19,21,0,1121,0,15,0,1,1,2,0,13,336,2574,113,23,1,0,0,0,0,0,0,0,0,0,0,0,4,95,6,24,26,0,0,4,57,0,0,0,0,0,0,1,38,256,1,0,2,10,4,2,16,76200
565,2014,LEWIS,5359,2813,9373,20572,38116,5669,2921,9989,19606,38184,0,0,0,0,0,0,0,0,0,13,777,0,486,541,376,4,62,83,0,0,19,0,1,4,7,2836,1,1097,25,423,1705,4356,213,39,0,0,0,0,0,0,0,0,0,0,0,7,456,0,95,49,201,2,13,34,0,1220,0,12,0,4,1,4,0,15,455,2650,64,18,0,0,0,0,0,0,0,0,0,0,0,0,2,77,10,14,26,0,0,11,33,0,0,0,0,1,0,0,49,224,0,1,0,13,1,5,14,76300
566,2015,LEWIS,5332,2793,9355,20741,38222,5642,2923,9973,19900,38438,0,0,0,0,0,0,0,0,0,8,729,0,437,682,323,1,44,70,0,0,6,0,1,5,5,2881,1,1034,34,350,1675,4265,223,21,0,0,0,0,0,0,0,0,0,0,0,0,430,0,93,73,172,1,10,24,0,1209,0,6,0,0,1,3,1,22,352,2487,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,20,27,0,0,8,78,1,0,0,1,0,0,3,46,278,3,1,0,8,4,10,12,76660
567,2016,LEWIS,5352,2788,9304,20837,38281,5649,2922,9936,20103,38609,0,0,0,0,0,0,0,0,0,10,721,0,441,690,315,1,77,59,0,0,8,0,1,7,16,3222,0,1005,28,365,1975,4592,209,34,0,0,0,0,0,0,0,0,0,0,0,1,452,0,88,74,199,0,20,24,0,1372,0,10,0,1,3,4,0,20,409,2795,105,13,0,0,0,0,0,0,0,0,0,0,0,0,0,84,7,14,23,0,0,3,46,1,0,0,3,6,0,1,55,245,0,2,0,11,3,2,14,76890
590,2012,LINCOLN,723,426,1019,3174,5340,742,437,1038,3120,5335,0,0,0,0,0,0,0,0,0,2,86,0,59,68,56,0,1,6,0,0,0,0,0,1,0,284,0,97,0,61,154,442,4,5,3,0,12,13,0,3,88,0,0,13,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,0,0,21,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,10675
591,2013,LINCOLN,712,433,1025,3176,5346,723,422,1057,3126,5329,0,0,0,0,0,0,0,0,0,1,61,0,52,50,36,0,0,8,0,0,1,0,0,0,0,218,0,72,0,44,115,334,2,8,0,0,0,0,0,0,0,0,0,0,0,0,40,0,14,7,14,0,0,1,0,84,0,2,0,0,0,0,0,0,15,187,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,3,0,0,1,23,0,0,0,0,0,0,0,5,47,0,1,0,1,0,1,1,10675
592,2014,LINCOLN,702,433,1028,3185,5348,725,423,1061,3143,5352,0,0,0,0,0,0,0,0,0,0,74,0,53,40,36,0,0,13,0,0,1,0,0,2,2,220,0,90,1,46,126,356,0,8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,13,13,5,0,0,2,0,78,0,0,0,0,1,0,0,0,32,191,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,2,0,0,1,8,0,0,0,0,0,0,0,4,28,0,1,0,0,0,0,0,10700
593,2015,LINCOLN,677,425,1042,3206,5350,715,416,1077,3162,5370,0,0,0,0,0,0,0,0,0,1,82,1,39,41,36,0,0,7,0,0,1,0,0,0,0,221,0,93,2,47,137,361,3,11,0,0,0,0,0,0,0,0,0,0,0,0,59,0,7,12,9,0,0,0,0,83,0,0,0,0,0,0,0,1,18,200,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,1,16,1,0,0,0,0,0,0,3,34,0,4,0,1,0,0,1,10720
594,2016,LINCOLN,686,419,997,3211,5313,712,407,1022,3185,5327,0,0,0,0,0,0,0,0,0,2,81,0,59,38,34,0,0,5,0,0,0,0,0,2,0,231,0,91,2,42,130,364,3,8,0,0,0,0,0,0,0,0,0,0,0,0,63,0,21,8,26,0,0,1,0,91,0,0,0,0,1,0,0,3,37,261,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,7,0,0,0,2,0,0,0,1,17,0,0,0,0,0,0,0,10640
617,2012,MASON,3855,2026,6790,17059,29731,4090,2200,8400,17029,31719,0,0,0,0,0,0,0,0,0,12,440,0,909,584,285,0,64,84,0,0,11,0,6,1,0,3574,0,671,22,447,1983,4692,129,162,43,0,44,89,8,11,1246,4,7,151,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,19,1,1,70,0,4,16,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,7,61450
618,2013,MASON,3863,1994,6870,17202,29928,4144,2175,8434,17120,31872,0,0,0,0,0,0,0,0,0,3,367,0,692,628,203,0,53,53,0,0,12,0,3,3,5,2993,0,535,21,397,1596,3925,97,189,0,0,0,0,0,0,0,0,0,0,0,0,158,0,52,33,109,0,10,13,0,1470,0,9,0,3,0,0,0,14,197,2114,32,14,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,4,10,0,0,2,30,1,0,0,0,0,0,1,13,84,0,1,1,8,0,1,9,61800
619,2014,MASON,3883,1986,6894,17264,30026,4113,2170,8444,17247,31974,0,0,0,0,0,0,0,0,0,9,420,0,677,484,252,0,47,62,0,0,13,3,2,4,3,2871,0,613,20,382,1634,3866,109,127,0,0,0,0,0,0,0,0,0,0,0,3,181,0,54,29,129,0,7,16,0,1343,0,10,0,2,0,0,0,13,205,2033,34,7,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,2,11,0,0,3,22,0,1,0,0,0,0,0,12,70,0,1,0,7,1,3,8,62000
620,2015,MASON,3869,1989,6907,17351,30116,4057,2164,8423,17440,32084,0,0,0,0,0,0,0,0,0,11,449,0,568,389,238,0,33,45,0,0,10,1,3,0,3,2562,0,613,20,400,1541,3575,105,159,0,0,0,0,0,0,0,0,0,0,0,6,198,0,53,30,116,0,9,10,0,1457,0,4,1,3,0,0,0,16,190,2123,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,9,0,0,0,32,0,0,0,0,0,0,0,21,87,0,2,0,8,2,1,10,62200
621,2016,MASON,3879,1993,6898,17393,30163,4055,2163,8388,17550,32157,0,0,0,0,0,0,0,0,0,4,358,0,420,334,237,1,57,70,0,0,16,1,5,3,4,2248,1,562,14,382,1418,3192,109,140,0,0,0,0,0,0,0,0,0,0,0,2,157,0,51,17,139,0,6,7,0,1718,0,17,0,2,0,0,1,9,178,2359,36,19,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,3,5,0,0,3,9,0,0,0,0,0,0,0,9,47,0,1,0,7,2,4,9,62320
644,2012,OKANOGAN,3146,1461,4624,11265,20495,3346,1596,4873,11116,20930,0,0,0,0,0,0,0,0,0,5,438,0,261,288,148,0,5,13,0,0,0,0,0,2,1,1150,0,466,5,166,586,1782,13,17,32,0,33,45,0,8,868,3,3,73,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,22,0,2,64,0,0,22,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,7,41425
645,2013,OKANOGAN,3141,1460,4637,11306,20546,3368,1600,4877,11111,20954,0,0,0,0,0,0,0,0,0,4,345,0,281,275,92,0,16,15,0,0,1,0,5,1,0,1291,0,382,9,129,706,1802,15,37,0,0,0,0,0,0,0,0,0,0,0,0,201,0,40,23,47,0,3,4,0,687,0,0,0,1,1,0,0,6,134,1168,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,10,0,0,0,35,0,0,0,0,0,0,0,45,102,0,3,0,9,0,0,9,41500
646,2014,OKANOGAN,3162,1462,4548,11427,20599,3406,1582,4803,11310,21101,0,0,0,0,0,0,0,0,0,2,292,0,301,271,95,0,10,12,0,0,2,0,1,2,1,1230,0,324,6,113,640,1667,15,17,0,0,0,0,0,0,0,0,0,0,0,1,163,0,38,15,47,0,2,7,0,631,0,1,0,1,0,0,0,3,125,1055,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,14,0,0,0,49,0,0,0,0,0,0,0,18,93,0,1,0,9,4,0,13,41700
647,2015,OKANOGAN,3159,1478,4509,11519,20665,3374,1595,4769,11457,21195,0,0,0,0,0,0,0,0,0,2,284,0,246,213,103,0,2,15,0,0,0,0,1,0,1,1053,0,310,3,115,587,1478,10,11,0,0,0,0,0,0,0,0,0,0,0,0,116,0,29,7,28,0,1,1,0,770,0,0,0,3,0,0,0,1,121,1086,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,12,0,0,2,27,0,0,0,0,0,0,0,8,62,0,0,0,8,1,0,9,41860
648,2016,OKANOGAN,3171,1470,4310,11608,20558,3372,1601,4577,11621,21172,0,0,0,0,0,0,0,0,0,4,308,0,189,164,110,0,4,11,0,0,2,0,0,1,0,831,0,330,10,124,460,1285,8,14,0,0,0,0,0,0,0,0,0,0,0,1,100,0,38,16,43,0,0,2,0,836,0,0,0,0,0,0,0,5,81,1136,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,11,0,0,0,38,0,0,0,0,0,0,0,6,62,0,0,0,13,2,0,15,41730
671,2012,PACIFIC,1119,590,1902,6810,10421,1224,620,2174,6529,10549,0,0,0,0,0,0,0,0,0,0,156,0,179,96,59,0,8,9,0,0,0,0,0,2,2,557,1,185,1,72,273,814,18,10,8,0,5,17,0,1,108,0,0,15,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,20970
672,2013,PACIFIC,1125,587,1904,6813,10430,1240,658,2140,6532,10570,0,0,0,0,0,0,0,0,0,2,217,0,185,79,107,0,5,18,0,0,0,0,0,1,2,550,0,256,1,142,278,948,20,33,0,0,0,0,0,0,0,0,0,0,0,0,180,0,18,21,62,0,3,9,0,161,0,4,0,1,0,0,0,0,59,566,35,13,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,11,0,0,0,2,4,3,6,21000
673,2014,PACIFIC,1105,586,1885,6889,10465,1207,693,2098,6637,10635,0,0,0,0,0,0,0,0,0,1,210,0,154,29,107,0,5,17,0,0,1,0,0,4,0,471,0,250,1,118,281,839,18,11,0,0,0,0,0,0,0,0,0,0,0,0,128,0,10,3,34,0,1,6,0,131,0,1,0,0,0,0,0,0,32,367,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,6,0,0,0,0,0,0,0,1,13,0,0,0,2,2,1,4,21100
674,2015,PACIFIC,1105,587,1860,6913,10465,1213,698,2078,6756,10745,0,0,0,0,0,0,0,0,0,1,187,0,124,25,64,0,7,14,0,0,0,0,0,0,0,376,0,211,2,73,217,660,10,9,0,0,0,0,0,0,0,0,0,0,0,0,102,0,6,9,39,0,2,3,0,139,0,0,0,0,0,0,0,0,26,337,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,17,0,0,0,4,1,4,5,21210
675,2016,PACIFIC,1112,589,1837,6888,10426,1210,706,2058,6780,10754,0,0,0,0,0,0,0,0,0,0,175,0,89,22,63,0,7,10,0,0,1,0,1,1,1,335,0,197,1,80,216,612,9,16,0,0,0,0,0,0,0,0,0,0,0,0,101,0,13,8,34,0,4,2,0,163,0,2,0,2,0,0,0,0,37,377,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,1,10,2,0,0,0,0,0,0,4,24,0,0,0,9,5,0,14,21180
698,2012,PEND OREILLE,800,479,1248,3935,6464,855,530,1264,3989,6636,0,0,0,0,0,0,0,0,0,0,224,0,142,129,66,0,2,9,0,0,1,0,3,0,0,626,0,302,1,89,352,1017,65,23,1,0,11,7,1,2,153,1,0,15,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13100
699,2013,PEND OREILLE,804,462,1275,3957,6496,842,523,1275,4013,6654,0,0,0,0,0,0,0,0,0,2,218,0,142,149,81,0,2,8,0,0,0,1,1,0,3,660,0,299,0,114,365,1073,71,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13150
700,2014,PEND OREILLE,801,445,1285,3983,6514,827,507,1297,4065,6696,0,0,0,0,0,0,0,0,0,2,203,0,135,87,81,0,0,14,0,0,1,0,0,0,1,509,0,269,1,107,284,885,51,25,0,0,0,0,0,0,0,0,0,0,0,1,79,0,3,2,28,0,0,1,0,62,0,1,0,0,0,0,0,0,25,210,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13210
